t,x,ts
3.804756,0.58,1.106931
3.8147686,0.58,1.096728
3.824781,0.58,1.0866643
3.8347936,0.58,1.0767461
3.8448062,0.58,1.0669799
3.8548188,0.58,1.0573728
3.8648312,0.58,1.0479316
3.8748438,0.58,1.0386596
3.8848562,0.58,1.0295626
3.8948689,0.58,1.0206437
3.9048812,0.58,1.0119078
3.9148939,0.58,1.0033566
3.9249063,0.58,0.99499285
3.9349189,0.58,0.98682016
3.9449313,0.58,0.9788414
3.954944,0.58,0.97105527
3.9649563,0.58,0.9634649
3.974969,0.58,0.95607144
3.9849813,0.58,0.94887465
3.994994,0.58,0.941873
4.005006,0.58,0.935071
4.0150185,0.58,0.9284619
4.025031,0.58,0.92204666
4.0350432,0.58,0.91582835
4.045056,0.58,0.90980196
4.0550685,0.58,0.9039637
4.065081,0.58,0.89831686
4.0750933,0.58,0.8928529
4.0851064,0.58,0.8875727
4.095119,0.58,0.8824736
4.1051316,0.58,0.87755144
4.115144,0.58,0.8728051
4.1251564,0.58,0.8682275
4.135169,0.58,0.8638169
4.1451817,0.58,0.8595701
4.155194,0.58,0.8554847
4.1652064,0.58,0.8515508
4.175219,0.58,0.8477708
4.1852317,0.58,0.8441342
4.195244,0.58,0.84064054
4.2052565,0.58,0.83728695
4.215269,0.58,0.8340622
4.2252817,0.58,0.83096683
4.235294,0.58,0.82799375
4.2453065,0.58,0.82513696
4.255319,0.58,0.8223947
4.2653317,0.58,0.8197588
4.275344,0.58,0.81722516
4.2853565,0.58,0.8147899
4.295369,0.58,0.8124444
4.305382,0.58,0.8101872
4.315394,0.58,0.8080112
4.325407,0.58,0.80591154
4.3354197,0.58,0.803882
4.3454323,0.58,0.80191696
4.3554444,0.58,0.80001557
4.365457,0.58,0.798167
4.3754697,0.58,0.79636985
4.3854823,0.58,0.79461765
4.3954945,0.58,0.79290605
4.405507,0.58,0.79122937
4.4155197,0.58,0.7895845
4.4255323,0.58,0.7879653
4.4355445,0.58,0.78636616
4.445557,0.58,0.78478605
4.4555697,0.58,0.7832163
4.4655824,0.58,0.7816552
4.4755945,0.58,0.7800966
4.485607,0.58,0.7785411
4.49562,0.58,0.7769817
4.5056324,0.58,0.77541256
4.5156446,0.58,0.7738335
4.525657,0.58,0.7722403
4.53567,0.58,0.77063024
4.5456824,0.58,0.76899946
4.5556946,0.58,0.76734436
4.565707,0.58,0.765664
4.57572,0.58,0.7639562
4.5857325,0.58,0.76221675
4.5957446,0.58,0.7604455
4.605757,0.58,0.7586409
4.61577,0.58,0.75679755
4.6257825,0.58,0.7549193
4.6357946,0.58,0.753003
4.6458073,0.58,0.7510475
4.65582,0.58,0.74905145
4.6658325,0.58,0.7470145
4.6758447,0.58,0.74494
4.6858573,0.58,0.74282205
4.69587,0.58,0.74066377
4.7058825,0.58,0.7384663
4.7158947,0.58,0.7362294
4.7259073,0.58,0.73395467
4.73592,0.58,0.7316417
4.7459326,0.58,0.7292932
4.7559447,0.58,0.7269101
4.7659574,0.58,0.7244936
4.77597,0.58,0.7220459
4.7859826,0.58,0.7195706
4.7959948,0.58,0.71706724
4.8060074,0.58,0.71453804
4.81602,0.58,0.7119893
4.8260326,0.58,0.70942104
4.836045,0.58,0.70683503
4.8460574,0.58,0.70423675
4.85607,0.58,0.7016261
4.8660827,0.58,0.6990112
4.876095,0.58,0.6963907
4.8861074,0.58,0.69376975
4.89612,0.58,0.69115275
4.9061327,0.58,0.6885413
4.916145,0.58,0.68594193
4.9261575,0.58,0.6833539
4.93617,0.58,0.6807849
4.9461827,0.58,0.67823774
4.956195,0.58,0.6757148
4.9662075,0.58,0.67322195
4.97622,0.58,0.67076063
4.9862328,0.58,0.66833746
4.996245,0.58,0.6659541
5.0062575,0.58,0.6636154
5.01627,0.58,0.66132516
5.026283,0.58,0.6590855
5.036295,0.58,0.6569034
5.0463076,0.58,0.65477973
5.05632,0.58,0.65271926
5.066333,0.58,0.6507256
5.076345,0.58,0.6488021
5.0863576,0.58,0.6469513
5.09637,0.58,0.6451788
5.106383,0.58,0.64348763
5.116395,0.58,0.64187765
5.1264076,0.58,0.64035815
5.1364202,0.58,0.63892484
5.146433,0.58,0.6375879
5.156445,0.58,0.6363468
5.1664577,0.58,0.6352031
5.1764703,0.58,0.63416225
5.186483,0.58,0.63322574
5.196495,0.58,0.6323971
5.206508,0.58,0.63167775
5.216521,0.58,0.6310706
5.2265334,0.58,0.63057876
5.2365456,0.58,0.630203
5.246558,0.58,0.6299455
5.256571,0.58,0.6298117
5.2665834,0.58,0.62979776
5.2765956,0.58,0.62991214
5.286608,0.58,0.6301528
5.296621,0.58,0.63052225
5.3066335,0.58,0.63102084
5.3166456,0.58,0.63165253
5.3266582,0.58,0.63241863
5.336671,0.58,0.63331825
5.3466835,0.58,0.63435304
5.3566957,0.58,0.6355263
5.3667083,0.58,0.6368398
5.376721,0.58,0.6382905
5.3867335,0.58,0.63988256
5.3967457,0.58,0.64161706
5.4067583,0.58,0.64349216
5.416771,0.58,0.64551127
5.4267836,0.58,0.647673
5.4367957,0.58,0.6499804
5.446809,0.58,0.6524335
5.4568214,0.58,0.6550295
5.466834,0.58,0.6577726
5.476846,0.58,0.66065836
5.486859,0.58,0.6636916
5.4968715,0.58,0.6668702
5.506884,0.58,0.67019624
5.5168962,0.58,0.6736628
5.526909,0.58,0.6772795
5.5369215,0.58,0.6810381
5.546934,0.58,0.6849426
5.5569463,0.58,0.6889925
5.566959,0.58,0.69318116
5.5769715,0.58,0.69751614
5.586984,0.58,0.7019926
5.5969963,0.58,0.70660686
5.607009,0.58,0.7113633
5.6170216,0.58,0.716258
5.627034,0.58,0.7212887
5.6370463,0.58,0.72645986
5.647059,0.58,0.73176277
5.6570716,0.58,0.73719805
5.667084,0.58,0.74276835
5.6770964,0.58,0.7484683
5.687109,0.58,0.7542933
5.6971216,0.58,0.76024795
5.7071342,0.58,0.76632917
5.7171464,0.58,0.7725297
5.727159,0.58,0.7788526
5.7371716,0.58,0.78529
5.7471843,0.58,0.7918471
5.7571964,0.58,0.7985171
5.767209,0.58,0.8053015
5.7772217,0.58,0.81219286
5.7872343,0.58,0.81919
5.7972465,0.58,0.8262875
5.807259,0.58,0.833493
5.8172717,0.58,0.8407901
5.8272843,0.58,0.8481866
5.8372965,0.58,0.855673
5.847309,0.58,0.86324894
5.8573217,0.58,0.8709133
5.8673344,0.58,0.8786594
5.8773465,0.58,0.88648355
5.887359,0.58,0.89438754
5.897372,0.58,0.9023663
5.9073844,0.58,0.9104145
5.9173965,0.58,0.91852975
5.927409,0.58,0.9267116
5.937422,0.58,0.93495166
5.9474344,0.58,0.94325054
5.9574466,0.58,0.95160127
5.967459,0.58,0.9600062
5.977472,0.58,0.9684591
5.9874845,0.58,0.9769547
5.9974966,0.58,0.9854958
6.007509,0.58,0.99407256
6.017522,0.58,1.0026844
6.0275345,0.58,1.0113289
6.0375466,0.58,1.0200026
6.0475593,0.58,1.0287004
6.057572,0.58,1.0374241
6.0675845,0.58,1.0461667
6.0775967,0.58,1.0549242
6.0876093,0.58,1.0636952
6.097622,0.58,1.0724832
6.1076345,0.58,1.081275
6.1176467,0.58,1.0900714
6.1276593,0.58,1.0988723
6.137672,0.58,1.1076759
6.1476846,0.58,1.1164712
6.1576967,0.58,1.1252682
6.1677094,0.58,1.134056
6.177722,0.58,1.1428314
6.1877346,0.58,1.1515985
6.1977468,0.58,1.1603453
6.2077594,0.58,1.1690814
6.217772,0.58,1.1777952
6.2277846,0.58,1.1864877
6.237797,0.58,1.1951594
6.24781,0.58,1.2038035
6.2578225,0.58,1.2124157
6.267835,0.58,1.2210003
6.2778473,0.58,1.2295583
6.28786,0.58,1.2380743
6.2978725,0.58,1.2465594
6.307885,0.58,1.2550068
6.3178973,0.58,1.2634101
6.32791,0.58,1.2717745
6.3379226,0.58,1.280093
6.347935,0.58,1.2883644
6.3579473,0.58,1.2965872
6.36796,0.58,1.3047602
6.3779726,0.58,1.3128818
6.387985,0.58,1.320946
6.3979974,0.58,1.328954
6.40801,0.58,1.3368983
6.4180226,0.58,1.3447905
6.4280353,0.58,1.3526103
6.4380474,0.58,1.3603653
6.44806,0.58,1.3680542
6.4580727,0.58,1.3756686
6.4680853,0.58,1.3832095
6.4780974,0.58,1.3906782
6.48811,0.58,1.3980632
6.4981227,0.58,1.4053675
6.5081353,0.58,1.4125922
6.5181475,0.58,1.4197187
6.52816,0.58,1.4267662
6.5381727,0.58,1.4337198
6.5481853,0.58,1.4405748
6.5581975,0.58,1.4473268
6.56821,0.58,1.4539899
6.5782228,0.58,1.4605403
6.5882354,0.58,1.4669833
6.5982475,0.58,1.4733201
6.60826,0.58,1.4795318
6.618273,0.58,1.4856365
6.6282854,0.58,1.4916234
6.6382976,0.58,1.4974792
6.6483107,0.58,1.5032221
6.6583233,0.58,1.5088205
6.668336,0.58,1.5143027
6.678348,0.58,1.5196354
6.6883607,0.58,1.5248367
6.6983733,0.58,1.5298939
6.708386,0.58,1.5348096
6.718398,0.58,1.5395772
6.7284107,0.58,1.5441945
6.7384233,0.58,1.5486634
6.748436,0.58,1.5529673
6.758448,0.58,1.5571196
6.7684608,0.58,1.5611184
6.7784734,0.58,1.5649419
6.788486,0.58,1.5686021
6.798498,0.58,1.572097
6.808511,0.58,1.5754151
6.8185234,0.58,1.5785686
6.828536,0.58,1.581536
6.838548,0.58,1.5843296
6.848561,0.58,1.5869472
6.8585734,0.58,1.5893927
6.868586,0.58,1.5916395
6.878598,0.58,1.5937033
6.888611,0.58,1.5955899
6.8986235,0.58,1.5972794
6.908636,0.58,1.5987964
6.9186482,0.58,1.600107
6.928661,0.58,1.6012259
6.9386735,0.58,1.6021726
6.948686,0.58,1.6029047
6.9586983,0.58,1.6034541
6.968711,0.58,1.6038055
6.9787235,0.58,1.6039631
6.988736,0.58,1.603919
6.9987483,0.58,1.603693
7.008761,0.58,1.60326
7.0187736,0.58,1.6026306
7.028786,0.58,1.601814
7.0387983,0.58,1.6008048
7.048811,0.58,1.5995824
7.0588236,0.58,1.5981851
7.068836,0.58,1.5965915
7.0788484,0.58,1.59479
7.088861,0.58,1.5928088
7.0988736,0.58,1.59063
7.1088862,0.58,1.5882528
7.1188984,0.58,1.5856996
7.128911,0.58,1.582957
7.1389236,0.58,1.5800221
7.1489363,0.58,1.5769103
7.1589484,0.58,1.5736041
7.168961,0.58,1.570113
7.1789737,0.58,1.5664515
7.1889863,0.58,1.5626087
7.1989985,0.58,1.5585785
7.209011,0.58,1.5543718
7.2190237,0.58,1.5499928
7.2290363,0.58,1.5454535
7.2390485,0.58,1.540733
7.249061,0.58,1.5358424
7.2590737,0.58,1.530783
7.2690864,0.58,1.5255715
7.2790985,0.58,1.5201905
7.289111,0.58,1.5146455
7.299124,0.58,1.5089602
7.3091364,0.58,1.5031061
7.3191485,0.58,1.4971111
7.329161,0.58,1.4909666
7.339174,0.58,1.484669
7.3491864,0.58,1.4782307
7.3591986,0.58,1.471642
7.3692117,0.58,1.4649227
7.3792243,0.58,1.4580708
7.389237,0.58,1.4510813
7.399249,0.58,1.4439671
7.4092617,0.58,1.4367266
7.4192743,0.58,1.429353
7.429287,0.58,1.4218614
7.439299,0.58,1.4142506
7.4493117,0.58,1.4065301
7.4593244,0.58,1.3986917
7.469337,0.58,1.3907535
7.479349,0.58,1.382695
7.489362,0.58,1.3745337
7.4993744,0.58,1.3662815
7.509387,0.58,1.3579267
7.519399,0.58,1.3494744
7.529412,0.58,1.3409352
7.5394244,0.58,1.3323071
7.549437,0.58,1.3236003
7.559449,0.58,1.3148038
7.569462,0.58,1.3059251
7.5794744,0.58,1.2969687
7.589487,0.58,1.2879465
7.599499,0.58,1.2788515
7.609512,0.58,1.2696952
7.6195245,0.58,1.2604741
7.629537,0.58,1.2511897
7.6395493,0.58,1.2418427
7.649562,0.58,1.2324468
7.6595745,0.58,1.222996
7.669587,0.58,1.2135015
7.6795993,0.58,1.203962
7.689612,0.58,1.1943669
7.6996245,0.58,1.1847408
7.709637,0.58,1.1750886
7.7196493,0.58,1.1653969
7.729662,0.58,1.1556628
7.7396746,0.58,1.1459031
7.749687,0.58,1.1361222
7.7596993,0.58,1.1263278
7.769712,0.58,1.1165018
7.7797246,0.58,1.1066602
7.789737,0.58,1.0968122
7.7997494,0.58,1.0869535
7.809762,0.58,1.0770789
7.8197746,0.58,1.0672004
7.8297873,0.58,1.057321
7.8397994,0.58,1.047437
7.8498125,0.58,1.0375679
7.859825,0.58,1.0276896
7.8698378,0.58,1.0178227
7.87985,0.58,1.0079632
7.8898625,0.58,0.9981214
7.899875,0.58,0.9882926
7.909888,0.58,0.9784843
7.9199,0.58,0.968694
7.9299126,0.58,0.9589252
7.939925,0.58,0.9491782
7.949938,0.58,0.9394655
7.95995,0.58,0.9297741
7.9699626,0.58,0.92011094
7.979975,0.58,0.91049135
7.989988,0.58,0.90089923
8.0,0.58,0.891361
0.0,0.59999996,0.895808
0.010012516,0.59999996,0.89164305
0.020025032,0.59999996,0.8873752
0.030037548,0.59999996,0.8830136
0.040050063,0.59999996,0.8785621
0.05006258,0.59999996,0.8740289
0.060075097,0.59999996,0.869418
0.07008761,0.59999996,0.864735
0.08010013,0.59999996,0.8599855
0.09011264,0.59999996,0.855178
0.10012516,0.59999996,0.8503126
0.11013767,0.59999996,0.84539664
0.12015019,0.59999996,0.840436
0.1301627,0.59999996,0.8354338
0.14017522,0.59999996,0.8303952
0.15018773,0.59999996,0.8253267
0.16020025,0.59999996,0.82023096
0.17021278,0.59999996,0.8151135
0.18022528,0.59999996,0.8099792
0.1902378,0.59999996,0.8048326
0.20025031,0.59999996,0.7996772
0.21026284,0.59999996,0.79451907
0.22027534,0.59999996,0.7893624
0.23028786,0.59999996,0.78421026
0.24030039,0.59999996,0.77906847
0.2503129,0.59999996,0.7739413
0.26032543,0.59999996,0.7688321
0.27033794,0.59999996,0.76374495
0.28035045,0.59999996,0.758685
0.29036295,0.59999996,0.7536563
0.3003755,0.59999996,0.7486621
0.310388,0.59999996,0.7437053
0.3204005,0.59999996,0.7387926
0.330413,0.59999996,0.7339249
0.34042555,0.59999996,0.7291055
0.35043806,0.59999996,0.7243383
0.36045057,0.59999996,0.71962726
0.37046307,0.59999996,0.7149755
0.3804756,0.59999996,0.7103832
0.39048812,0.59999996,0.7058549
0.40050063,0.59999996,0.7013936
0.41051313,0.59999996,0.69699997
0.42052567,0.59999996,0.6926762
0.43053818,0.59999996,0.6884235
0.44055068,0.59999996,0.6842456
0.4505632,0.59999996,0.68013966
0.46057573,0.59999996,0.67611027
0.47058824,0.59999996,0.67215663
0.48060077,0.59999996,0.66827923
0.49061328,0.59999996,0.6644782
0.5006258,0.59999996,0.6607539
0.5106383,0.59999996,0.6571045
0.52065086,0.59999996,0.65353024
0.5306634,0.59999996,0.65003085
0.5406759,0.59999996,0.64660513
0.5506884,0.59999996,0.6432524
0.5607009,0.59999996,0.63996655
0.5707134,0.59999996,0.63675344
0.5807259,0.59999996,0.63360536
0.5907384,0.59999996,0.63052154
0.600751,0.59999996,0.62749964
0.6107635,0.59999996,0.6245382
0.620776,0.59999996,0.62163436
0.6307885,0.59999996,0.6187821
0.640801,0.59999996,0.61598444
0.6508135,0.59999996,0.6132326
0.660826,0.59999996,0.61052734
0.67083853,0.59999996,0.60786533
0.6808511,0.59999996,0.6052431
0.6908636,0.59999996,0.60265446
0.7008761,0.59999996,0.60010344
0.7108886,0.59999996,0.59758145
0.72090113,0.59999996,0.5950894
0.73091364,0.59999996,0.5926211
0.74092615,0.59999996,0.5901797
0.75093865,0.59999996,0.5877586
0.7609512,0.59999996,0.58535796
0.7709637,0.59999996,0.5829781
0.78097624,0.59999996,0.5806149
0.79098874,0.59999996,0.5782708
0.80100125,0.59999996,0.57594305
0.81101376,0.59999996,0.5736333
0.82102627,0.59999996,0.5713432
0.8310388,0.59999996,0.5690711
0.84105134,0.59999996,0.5668223
0.85106385,0.59999996,0.5645968
0.86107635,0.59999996,0.56239784
0.87108886,0.59999996,0.5602288
0.88110137,0.59999996,0.5580932
0.8911139,0.59999996,0.555997
0.9011264,0.59999996,0.5539416
0.9111389,0.59999996,0.5519366
0.92115146,0.59999996,0.5499846
0.93116397,0.59999996,0.5480939
0.9411765,0.59999996,0.54627013
0.951189,0.59999996,0.5445205
0.96120155,0.59999996,0.5428529
0.97121406,0.59999996,0.54127437
0.98122656,0.59999996,0.539793
0.9912391,0.59999996,0.53841734
1.0012516,0.59999996,0.5371555
1.0112641,0.59999996,0.5360155
1.0212766,0.59999996,0.5350059
1.0312891,0.59999996,0.534132
1.0413016,0.59999996,0.5334083
1.0513141,0.59999996,0.5328372
1.0613266,0.59999996,0.53242767
1.0713391,0.59999996,0.5321893
1.0813516,0.59999996,0.53212833
1.0913641,0.59999996,0.5322491
1.1013767,0.59999996,0.53256035
1.1113892,0.59999996,0.53306764
1.1214018,0.59999996,0.53377545
1.1314143,0.59999996,0.53469074
1.1414268,0.59999996,0.53581387
1.1514393,0.59999996,0.5371534
1.1614518,0.59999996,0.5387094
1.1714643,0.59999996,0.5404854
1.1814768,0.59999996,0.5424831
1.1914895,0.59999996,0.5447043
1.2015018,0.59999996,0.5471473
1.2115144,0.59999996,0.54981625
1.2215269,0.59999996,0.55270576
1.2315394,0.59999996,0.5558175
1.2415519,0.59999996,0.55914986
1.2515644,0.59999996,0.5626962
1.2615769,0.59999996,0.566459
1.2715895,0.59999996,0.5704314
1.281602,0.59999996,0.5746112
1.2916145,0.59999996,0.57899094
1.301627,0.59999996,0.58356655
1.3116395,0.59999996,0.58833206
1.321652,0.59999996,0.5932811
1.3316646,0.59999996,0.5984065
1.3416771,0.59999996,0.6037025
1.3516896,0.59999996,0.6091592
1.3617022,0.59999996,0.6147709
1.3717147,0.59999996,0.620527
1.3817272,0.59999996,0.62642145
1.3917397,0.59999996,0.63244414
1.4017522,0.59999996,0.638585
1.4117647,0.59999996,0.64483714
1.4217772,0.59999996,0.6511897
1.4317899,0.59999996,0.6576332
1.4418023,0.59999996,0.6641593
1.4518148,0.59999996,0.67075956
1.4618273,0.59999996,0.6774219
1.4718398,0.59999996,0.6841408
1.4818523,0.59999996,0.6909048
1.4918648,0.59999996,0.6977074
1.5018773,0.59999996,0.70454025
1.5118899,0.59999996,0.711393
1.5219024,0.59999996,0.7182616
1.531915,0.59999996,0.72513646
1.5419275,0.59999996,0.7320118
1.55194,0.59999996,0.7388836
1.5619525,0.59999996,0.74574506
1.571965,0.59999996,0.75258875
1.5819775,0.59999996,0.7594139
1.59199,0.59999996,0.7662157
1.6020025,0.59999996,0.77299
1.612015,0.59999996,0.7797338
1.6220275,0.59999996,0.7864469
1.63204,0.59999996,0.7931281
1.6420525,0.59999996,0.7997745
1.652065,0.59999996,0.80638707
1.6620775,0.59999996,0.81296444
1.67209,0.59999996,0.81950897
1.6821027,0.59999996,0.8260213
1.6921152,0.59999996,0.83250356
1.7021277,0.59999996,0.838958
1.7121402,0.59999996,0.84538513
1.7221527,0.59999996,0.85179126
1.7321652,0.59999996,0.8581786
1.7421777,0.59999996,0.8645493
1.7521904,0.59999996,0.8709099
1.7622027,0.59999996,0.8772634
1.7722152,0.59999996,0.88361526
1.7822278,0.59999996,0.8899706
1.7922403,0.59999996,0.8963336
1.8022528,0.59999996,0.9027107
1.8122653,0.59999996,0.9091098
1.8222778,0.59999996,0.91553295
1.8322904,0.59999996,0.9219891
1.8423029,0.59999996,0.9284826
1.8523154,0.59999996,0.93502176
1.8623279,0.59999996,0.94161063
1.8723404,0.59999996,0.94825786
1.882353,0.59999996,0.95496684
1.8923655,0.59999996,0.96174866
1.902378,0.59999996,0.96860456
1.9123905,0.59999996,0.9755444
1.9224031,0.59999996,0.98257244
1.9324156,0.59999996,0.98969525
1.9424281,0.59999996,0.9969184
1.9524406,0.59999996,1.0042474
1.9624531,0.59999996,1.0116885
1.9724656,0.59999996,1.0192463
1.9824781,0.59999996,1.0269234
1.9924908,0.59999996,1.0347289
2.0025032,0.59999996,1.0426624
2.0125158,0.59999996,1.0507312
2.0225282,0.59999996,1.0589371
2.0325408,0.59999996,1.0672816
2.0425532,0.59999996,1.0757712
2.0525658,0.59999996,1.0844051
2.0625782,0.59999996,1.093185
2.0725908,0.59999996,1.1021156
2.0826032,0.59999996,1.111193
2.0926158,0.59999996,1.12042
2.1026282,0.59999996,1.1297978
2.1126409,0.59999996,1.139324
2.1226532,0.59999996,1.1489975
2.1326659,0.59999996,1.158817
2.1426783,0.59999996,1.1687822
2.152691,0.59999996,1.1788872
2.1627035,0.59999996,1.1891327
2.1727161,0.59999996,1.1995118
2.1827285,0.59999996,1.2100224
2.1927412,0.59999996,1.2206594
2.2027535,0.59999996,1.2314172
2.2127662,0.59999996,1.2422931
2.2227786,0.59999996,1.253278
2.2327912,0.59999996,1.2643685
2.2428036,0.59999996,1.2755557
2.2528162,0.59999996,1.286832
2.2628286,0.59999996,1.2981939
2.2728412,0.59999996,1.3096297
2.2828536,0.59999996,1.3211315
2.2928662,0.59999996,1.3326912
2.3028786,0.59999996,1.3443013
2.3128912,0.59999996,1.3559513
2.3229036,0.59999996,1.3676322
2.3329163,0.59999996,1.3793318
2.3429286,0.59999996,1.391046
2.3529413,0.59999996,1.4027596
2.3629537,0.59999996,1.4144645
2.3729663,0.59999996,1.4261494
2.3829787,0.59999996,1.4378053
2.3929913,0.59999996,1.4494177
2.4030037,0.59999996,1.46098
2.4130163,0.59999996,1.4724803
2.4230287,0.59999996,1.483907
2.4330413,0.59999996,1.495249
2.4430537,0.59999996,1.506496
2.4530663,0.59999996,1.5176381
2.4630787,0.59999996,1.5286639
2.4730914,0.59999996,1.5395635
2.483104,0.59999996,1.5503266
2.4931166,0.59999996,1.5609448
2.503129,0.59999996,1.5714028
2.5131416,0.59999996,1.5816956
2.523154,0.59999996,1.5918117
2.5331666,0.59999996,1.6017425
2.543179,0.59999996,1.6114802
2.5531917,0.59999996,1.621017
2.563204,0.59999996,1.6303396
2.5732167,0.59999996,1.6394477
2.583229,0.59999996,1.6483278
2.5932417,0.59999996,1.656976
2.603254,0.59999996,1.6653867
2.6132667,0.59999996,1.6735497
2.623279,0.59999996,1.681463
2.6332917,0.59999996,1.6891212
2.643304,0.59999996,1.6965194
2.6533167,0.59999996,1.7036557
2.6633291,0.59999996,1.7105219
2.6733418,0.59999996,1.717118
2.6833541,0.59999996,1.7234426
2.6933668,0.59999996,1.7294908
2.7033792,0.59999996,1.7352636
2.7133918,0.59999996,1.7407618
2.7234044,0.59999996,1.7459807
2.733417,0.59999996,1.7509263
2.7434294,0.59999996,1.755595
2.753442,0.59999996,1.7599888
2.7634544,0.59999996,1.7641153
2.773467,0.59999996,1.7679703
2.7834795,0.59999996,1.7715607
2.793492,0.59999996,1.77489
2.8035045,0.59999996,1.7779591
2.813517,0.59999996,1.780777
2.8235295,0.59999996,1.7833467
2.833542,0.59999996,1.7856722
2.8435545,0.59999996,1.7877622
2.8535671,0.59999996,1.789624
2.8635795,0.59999996,1.7912579
2.8735921,0.59999996,1.7926757
2.8836045,0.59999996,1.7938797
2.8936172,0.59999996,1.7948828
2.9036295,0.59999996,1.7956896
2.9136422,0.59999996,1.7963054
2.9236546,0.59999996,1.796736
2.9336672,0.59999996,1.7969973
2.9436796,0.59999996,1.797085
2.9536922,0.59999996,1.797013
2.9637046,0.59999996,1.7967842
2.9737172,0.59999996,1.796407
2.9837296,0.59999996,1.7958875
2.9937422,0.59999996,1.7952316
3.0037546,0.59999996,1.79444
3.0137672,0.59999996,1.7935212
3.0237796,0.59999996,1.7924778
3.0337923,0.59999996,1.7913127
3.043805,0.59999996,1.7900286
3.0538175,0.59999996,1.7886281
3.06383,0.59999996,1.7871134
3.0738425,0.59999996,1.7854791
3.083855,0.59999996,1.7837272
3.0938675,0.59999996,1.7818587
3.10388,0.59999996,1.7798684
3.1138926,0.59999996,1.7777517
3.123905,0.59999996,1.7755105
3.1339176,0.59999996,1.7731328
3.14393,0.59999996,1.770618
3.1539426,0.59999996,1.7679555
3.163955,0.59999996,1.765142
3.1739676,0.59999996,1.7621665
3.18398,0.59999996,1.7590222
3.1939926,0.59999996,1.7556982
3.204005,0.59999996,1.7521894
3.2140176,0.59999996,1.7484796
3.22403,0.59999996,1.7445633
3.2340426,0.59999996,1.7404315
3.244055,0.59999996,1.7360694
3.2540677,0.59999996,1.7314706
3.26408,0.59999996,1.7266264
3.2740927,0.59999996,1.7215216
3.2841053,0.59999996,1.7161565
3.294118,0.59999996,1.7105141
3.3041303,0.59999996,1.704587
3.314143,0.59999996,1.6983738
3.3241553,0.59999996,1.6918633
3.334168,0.59999996,1.6850531
3.3441803,0.59999996,1.6779375
3.354193,0.59999996,1.6705089
3.3642054,0.59999996,1.6627715
3.374218,0.59999996,1.6547215
3.3842304,0.59999996,1.6463602
3.394243,0.59999996,1.6376863
3.4042554,0.59999996,1.6286995
3.414268,0.59999996,1.6194077
3.4242804,0.59999996,1.6098158
3.434293,0.59999996,1.5999238
3.4443054,0.59999996,1.589746
3.454318,0.59999996,1.5792874
3.4643304,0.59999996,1.568551
3.474343,0.59999996,1.5575533
3.4843554,0.59999996,1.5463051
3.494368,0.59999996,1.5348116
3.5043805,0.59999996,1.5230916
3.514393,0.59999996,1.5111537
3.5244055,0.59999996,1.4990115
3.534418,0.59999996,1.486682
3.5444305,0.59999996,1.4741777
3.5544431,0.59999996,1.4615107
3.5644555,0.59999996,1.4487007
3.5744681,0.59999996,1.435759
3.5844805,0.59999996,1.4227022
3.5944932,0.59999996,1.4095492
3.6045058,0.59999996,1.3963095
3.6145184,0.59999996,1.3830029
3.6245308,0.59999996,1.3696411
3.6345434,0.59999996,1.3562399
3.6445558,0.59999996,1.3428175
3.6545684,0.59999996,1.3293855
3.6645808,0.59999996,1.3159595
3.6745934,0.59999996,1.3025515
3.6846058,0.59999996,1.2891755
3.6946185,0.59999996,1.2758458
3.7046309,0.59999996,1.2625744
3.7146435,0.59999996,1.2493725
3.7246559,0.59999996,1.236254
3.7346685,0.59999996,1.2232268
3.744681,0.59999996,1.2103028
3.7546935,0.59999996,1.1974951
3.764706,0.59999996,1.184808
3.7747185,0.59999996,1.1722536
3.784731,0.59999996,1.1598415
3.7947435,0.59999996,1.1475768
3.804756,0.59999996,1.1354684
3.8147686,0.59999996,1.1235228
3.824781,0.59999996,1.1117461
3.8347936,0.59999996,1.1001457
3.8448062,0.59999996,1.0887246
3.8548188,0.59999996,1.0774865
3.8648312,0.59999996,1.0664414
3.8748438,0.59999996,1.0555887
3.8848562,0.59999996,1.0449314
3.8948689,0.59999996,1.0344748
3.9048812,0.59999996,1.0242212
3.9148939,0.59999996,1.0141705
3.9249063,0.59999996,1.0043253
3.9349189,0.59999996,0.99468684
3.9449313,0.59999996,0.9852568
3.954944,0.59999996,0.97603583
3.9649563,0.59999996,0.9670224
3.974969,0.59999996,0.9582187
3.9849813,0.59999996,0.9496205
3.994994,0.59999996,0.94123006
4.005006,0.59999996,0.9330461
4.0150185,0.59999996,0.92506546
4.025031,0.59999996,0.91728866
4.0350432,0.59999996,0.90971214
4.045056,0.59999996,0.9023349
4.0550685,0.59999996,0.8951538
4.065081,0.59999996,0.8881664
4.0750933,0.59999996,0.8813692
4.0851064,0.59999996,0.8747599
4.095119,0.59999996,0.8683355
4.1051316,0.59999996,0.86209154
4.115144,0.59999996,0.8560257
4.1251564,0.59999996,0.850134
4.135169,0.59999996,0.84441257
4.1451817,0.59999996,0.8388574
4.155194,0.59999996,0.83346504
4.1652064,0.59999996,0.82822937
4.175219,0.59999996,0.82314944
4.1852317,0.59999996,0.8182174
4.195244,0.59999996,0.8134309
4.2052565,0.59999996,0.8087858
4.215269,0.59999996,0.8042755
4.2252817,0.59999996,0.7998971
4.235294,0.59999996,0.7956452
